"Name"	"start"	"end"	"chrom"
"CTC-548K16.5"	14402717	14408723	"chr19"
"CTC-548K16.6"	14458401	14459366	"chr19"
"CTC-550B14.1"	54973817	54974417	"chr19"
"CTC-550B14.10"	54948864	54948993	"chr19"
"CTC-550B14.6"	55027593	55053928	"chr19"
"CTC-550B14.7"	55006193	55048086	"chr19"
"CTC-550M4.1"	152495718	152496017	"chr5"
"CTC-551A13.1"	110970951	111008899	"chr5"
"CTC-551A13.2"	111076921	111092115	"chr5"
"CTC-552D5.1"	120245448	120333502	"chr5"
"CTC-554D6.1"	112827213	112867582	"chr5"
"CTC-555I19.1"	115974513	115976275	"chr5"
"CTC-558O19.1"	94979151	94980893	"chr5"
"CTC-558O2.1"	168706567	168720884	"chr5"
"CTC-558O2.2"	168654513	168667761	"chr5"
"CTC-559E9.12"	19740884	19750127	"chr19"
"CTC-559E9.13"	19908268	19909146	"chr19"
"CTC-559E9.2"	19768731	19768989	"chr19"
"CTC-559E9.4"	19761038	19821716	"chr19"
"CTC-559E9.5"	19788755	19790531	"chr19"
"CTC-559E9.6"	19776602	19834927	"chr19"
"CTC-559E9.8"	19892433	19895847	"chr19"
"CTC-559E9.9"	19750618	19752544	"chr19"
"CTC-563A5.2"	179963615	179964419	"chr5"
"CTC-563A5.4"	179939457	179940132	"chr5"
"CTC-564N23.2"	77073881	77074520	"chr5"
"CTC-565M22.1"	30665274	30668647	"chr19"
"CTC-571O20.1"	175483595	175484192	"chr5"
"CTC-573M9.1"	128663978	128742829	"chr5"
"CTC-573N18.1"	180441559	180443238	"chr5"
"CTC-575C13.3"	20330121	20331517	"chr19"
"CTC-575C13.4"	20389658	20390689	"chr19"
"CTC-575D19.1"	168616352	168616996	"chr5"
"CTC-575I10.1"	73778039	73786491	"chr5"
"CTC-575N7.1"	129500361	129905917	"chr5"
"CTC-661I16.1"	57321352	57322117	"chr16"
"CTC-661I16.2"	57332379	57332599	"chr16"
"CTC-756D1.1"	23483016	23483534	"chr8"
"CTC-756D1.2"	23458601	23484971	"chr8"
"CTC-756D1.3"	23493009	23494198	"chr8"
"CTC-782O7.1"	44323436	44531697	"chr18"
"CTC-786C10.1"	85171276	85185363	"chr16"
"CTC-788C1.2"	93974671	93974776	"chr8"
"CTC-806A22.1"	145337932	145381670	"chr5"
"CTC-820M8.1"	120635558	120638204	"chr8"
"CTC-830E23.1"	24701275	24701575	"chr11"
"CTC1"	8226873	8248044	"chr17"
"CTCF"	67562407	67639183	"chr16"
"CTCFL"	57495966	57525652	"chr20"
"CTD-2001C12.1"	100449754	100535262	"chr5"
"CTD-2001E22.1"	9621377	9658458	"chr5"
"CTD-2002H8.2"	58264662	58269681	"chr14"
"CTD-2002J20.1"	196474801	196475394	"chr3"
"CTD-2003C8.2"	10884885	10899322	"chr11"
"CTD-2003D5.1"	60630514	60630973	"chr5"
"CTD-2004A9.1"	32646564	32651976	"chr5"
"CTD-2005D20.1"	68784618	68787474	"chr4"
"CTD-2005H7.1"	86703099	86714092	"chr11"
"CTD-2005H7.2"	86727355	86765265	"chr11"
"CTD-2006C1.10"	12017888	12052967	"chr19"
"CTD-2006C1.12"	11939959	11953381	"chr19"
"CTD-2006C1.2"	11987617	12046275	"chr19"
"CTD-2006C1.6"	11648364	11652877	"chr19"
"CTD-2006H14.2"	93715378	93716113	"chr8"
"CTD-2006K23.1"	74599840	74607229	"chr17"
"CTD-2006K23.2"	74672712	74677600	"chr17"
"CTD-2006O16.2"	25302126	25302960	"chr18"
"CTD-2007A10.1"	87634379	87655294	"chr14"
"CTD-2007F2.1"	38197432	38198148	"chr5"
"CTD-2007H13.1"	98954394	98954972	"chr5"
"CTD-2007H13.3"	98929171	98995013	"chr5"
"CTD-2007H18.1"	47944044	47949509	"chr15"
"CTD-2007L18.5"	68612899	68616711	"chr11"
"CTD-2008A1.1"	44826540	44827094	"chr15"
"CTD-2008A1.3"	44778196	44778721	"chr15"
"CTD-2008L17.1"	55893038	56023522	"chr18"
"CTD-2008L17.2"	56003613	56191262	"chr18"
"CTD-2008N3.1"	4135682	4143648	"chr5"
"CTD-2008O4.1"	131712512	131712980	"chr8"
"CTD-2008P7.1"	28263634	28266369	"chr17"
"CTD-2008P7.10"	28219285	28220005	"chr17"
"CTD-2008P7.3"	28256438	28265551	"chr17"
"CTD-2008P7.5"	28274657	28275716	"chr17"
"CTD-2008P7.6"	28269203	28272365	"chr17"
"CTD-2008P7.7"	28256375	28256669	"chr17"
"CTD-2008P7.8"	28246454	28248006	"chr17"
"CTD-2008P7.9"	28232590	28235281	"chr17"
"CTD-2009A10.1"	73543941	73558522	"chr16"
"CTD-2010I16.1"	6488186	6489377	"chr11"
"CTD-2010I22.2"	29380296	29395981	"chr5"
"CTD-2011F17.2"	76137315	76137731	"chr11"
"CTD-2011G17.1"	29795938	29796268	"chr5"
"CTD-2012B7.1"	100062275	100067954	"chr5"
"CTD-2012I17.1"	134759399	134817289	"chr4"
"CTD-2012J19.1"	1614836	1616334	"chr5"
"CTD-2012J19.2"	1598127	1598247	"chr5"
"CTD-2012J19.3"	1594626	1611467	"chr5"
"CTD-2012K14.2"	67538557	67540106	"chr16"
"CTD-2012K14.3"	67542123	67542963	"chr16"
"CTD-2012K14.4"	67542304	67542572	"chr16"
"CTD-2012K14.6"	67549214	67563958	"chr16"
"CTD-2012K14.7"	67561411	67562309	"chr16"
"CTD-2012K14.8"	67517862	67528675	"chr16"
"CTD-2012M11.3"	3596211	3600188	"chr5"
"CTD-2013M15.1"	45890216	45895970	"chr5"
"CTD-2013N17.1"	16412684	16413576	"chr19"
"CTD-2013N17.4"	16440946	16443584	"chr19"
"CTD-2013N17.7"	16352462	16353182	"chr19"
"CTD-2013N24.2"	69013941	69056622	"chr3"
"CTD-2014B16.1"	65879592	65881070	"chr14"
"CTD-2014B16.2"	65900932	65901451	"chr14"
"CTD-2014B16.3"	65957297	66004523	"chr14"
"CTD-2014B16.5"	65986967	65987447	"chr14"
"CTD-2014E2.2"	31546698	31547237	"chr16"
"CTD-2014E2.5"	31563082	31567716	"chr16"
"CTD-2014E2.6"	31549143	31553567	"chr16"
"CTD-2014N11.1"	44914802	44930622	"chr15"
"CTD-2014N11.2"	44919376	44920820	"chr15"
"CTD-2014N11.3"	44970035	44971178	"chr15"
"CTD-2015A6.1"	82545862	82546310	"chr5"
"CTD-2015A6.2"	82586776	82587411	"chr5"
"CTD-2015B23.2"	24170370	24171246	"chr5"
"CTD-2015G9.1"	86720688	86721954	"chr16"
"CTD-2015G9.2"	86722091	86741059	"chr16"
"CTD-2015H3.1"	1780329	1782064	"chr18"
"CTD-2015H3.2"	1655177	1779955	"chr18"
"CTD-2015H6.2"	80498534	80498971	"chr5"
"CTD-2015H6.3"	80482293	80488063	"chr5"
"CTD-2016O11.1"	66206212	66209447	"chr5"
"CTD-2017C7.1"	101833435	101839531	"chr14"
"CTD-2017C7.2"	101796555	101810321	"chr14"
"CTD-2017C7.3"	101843394	101844122	"chr14"
"CTD-2017D11.1"	24033445	24066909	"chr19"
"CTD-2017D15.1"	33090126	33090349	"chr5"
"CTD-2017F17.1"	64943240	64943672	"chr15"
"CTD-2017F17.2"	64950916	64951435	"chr15"
"CTD-2019O4.1"	22113448	22117001	"chr11"
"CTD-2020K17.1"	45190931	45222222	"chr17"
"CTD-2020K17.3"	45238028	45241734	"chr17"
"CTD-2020K17.4"	45245186	45248836	"chr17"
"CTD-2020P22.1"	121195980	121196210	"chr5"
"CTD-2021A8.2"	51386363	51387101	"chr7"
"CTD-2021A8.3"	51388430	51389114	"chr7"
"CTD-2021H9.1"	71007773	71032083	"chr12"
"CTD-2021H9.2"	71034122	71104526	"chr12"
"CTD-2021H9.3"	71047402	71118247	"chr12"
"CTD-2021J15.1"	98902424	99018562	"chr3"
"CTD-2022H16.1"	30052942	30073064	"chr15"
"CTD-2022H16.2"	30005205	30006430	"chr15"
"CTD-2022H16.3"	30044455	30045296	"chr15"
"CTD-2023J5.1"	14879057	14879819	"chr8"
"CTD-2023M8.1"	18704433	18746173	"chr5"
"CTD-2023N9.1"	57395060	57533424	"chr5"
"CTD-2023N9.2"	57574027	57614341	"chr5"
"CTD-2024D23.1"	39566705	39580134	"chr8"
"CTD-2024F21.1"	47768529	47769648	"chr12"
"CTD-2024I7.1"	141588935	141589142	"chr5"
"CTD-2024I7.13"	141558311	141565263	"chr5"
"CTD-2024I7.18"	141468465	141471528	"chr5"
"CTD-2024P10.1"	34656412	34657250	"chr5"
"CTD-2024P10.2"	34651457	34651888	"chr5"
"CTD-2025J6.1"	137424904	137425021	"chr8"
"CTD-2026C7.1"	57755428	57766052	"chr2"
"CTD-2026D20.2"	47409322	47423526	"chr17"
"CTD-2026D23.1"	110908284	110908713	"chr5"
"CTD-2026G22.1"	49305714	49379669	"chr11"
"CTD-2026G6.3"	75540049	75579999	"chr3"
"CTD-2026J24.1"	61239906	61240331	"chr15"
"CTD-2026K11.1"	75676227	75677162	"chr15"
"CTD-2026K11.2"	75636139	75639239	"chr15"
"CTD-2026K11.3"	75624793	75625690	"chr15"
"CTD-2026K11.4"	75639760	75640976	"chr15"
"CTD-2026K11.5"	75645020	75645442	"chr15"
"CTD-2026K11.6"	75678548	75680752	"chr15"
"CTD-2027G2.1"	96551381	96551517	"chr15"
"CTD-2027I19.3"	24146701	24147081	"chr19"
"CTD-2028E8.1"	87480736	87481297	"chr11"
"CTD-2031P19.4"	55944656	55944733	"chr5"
"CTD-2031P19.5"	55936143	55941727	"chr5"
"CTD-2033A16.1"	69709874	69710583	"chr16"
"CTD-2033A16.2"	69756536	69757937	"chr16"
"CTD-2033A16.3"	69727013	69742563	"chr16"
"CTD-2033C11.1"	65924629	65925135	"chr5"
"CTD-2033D15.1"	39593580	39594231	"chr15"
"CTD-2033D15.2"	39586561	39587293	"chr15"
"CTD-2033D15.3"	39588357	39588882	"chr15"
"CTD-2033D24.2"	55526964	55561577	"chr17"
"CTD-2034I21.1"	50856614	50879278	"chr16"
"CTD-2034I21.2"	50880209	50884101	"chr16"
"CTD-2034I4.1"	81427448	81755217	"chr15"
"CTD-2034I4.2"	81554003	81696780	"chr15"
"CTD-2035E11.3"	43018429	43024247	"chr5"
"CTD-2035E11.4"	43033716	43034635	"chr5"
"CTD-2035E11.5"	43061395	43062441	"chr5"
"CTD-2036A18.2"	85848502	85849199	"chr5"
"CTD-2036J7.1"	22389865	22390655	"chr8"
"CTD-2036P10.3"	42739118	42743202	"chr15"
"CTD-2036P10.5"	42724102	42724922	"chr15"
"CTD-2036P10.6"	42726583	42727211	"chr15"
"CTD-2037K23.1"	78307503	78307914	"chr5"
"CTD-2037L6.2"	58108082	58122341	"chr5"
"CTD-2043I16.1"	28065267	28125430	"chr19"
"CTD-2044J15.1"	6686325	6707711	"chr5"
"CTD-2044J15.2"	6671106	6674386	"chr5"
"CTD-2045M21.1"	78753596	78753873	"chr5"
"CTD-2046I8.1"	4866521	4874759	"chr5"
"CTD-2046J7.1"	35081223	35081992	"chr5"
"CTD-2047H16.2"	80315651	80316633	"chr17"
"CTD-2047H16.4"	80351828	80415168	"chr17"
"CTD-2047H16.5"	80333841	80334366	"chr17"
"CTD-2049O17.1"	63301523	63302056	"chr5"
"CTD-2049O4.1"	27678940	27718806	"chr16"
"CTD-2049O4.2"	27687182	27687522	"chr16"
"CTD-2050B12.1"	56183726	56186306	"chr16"
"CTD-2050E21.1"	143489855	143531350	"chr5"
"CTD-2050E21.2"	143559219	143562548	"chr5"
"CTD-2050I18.1"	31542039	31554797	"chr19"
"CTD-2050I18.2"	31465653	31466431	"chr19"
"CTD-2050N2.1"	47359430	47396732	"chr15"
"CTD-2054H24.1"	51101172	51101643	"chr5"
"CTD-2054N24.1"	99791127	99792847	"chr15"
"CTD-2054N24.2"	99807023	99877148	"chr15"
"CTD-2055G21.1"	80736360	80742305	"chr16"
"CTD-2057D4.2"	29901696	29901869	"chr19"
"CTD-2057J6.1"	29881709	29882945	"chr5"
"CTD-2057J6.2"	29848684	29849218	"chr5"
"CTD-2058B24.2"	38034287	38194281	"chr14"
"CTD-2058B24.3"	38003113	38004847	"chr14"
"CTD-2060C23.1"	74798994	74800100	"chr5"
"CTD-2060F24.1"	68087161	68087494	"chr5"
"CTD-2061E19.1"	91354478	91354934	"chr5"
"CTD-2061E19.6"	91355380	91356026	"chr5"
"CTD-2061E9.1"	28286389	28287665	"chr5"
"CTD-2062A1.2"	139612002	139612363	"chr5"
"CTD-2062F14.2"	100480952	100481274	"chr14"
"CTD-2062F14.3"	100538939	100540409	"chr14"
"CTD-2062O1.1"	41895068	41895599	"chr5"
"CTD-2063L20.1"	29275655	29276565	"chr11"
"CTD-2066L21.1"	33008994	33025724	"chr5"
"CTD-2066L21.2"	33011322	33017607	"chr5"
"CTD-2066L21.3"	32925639	33297910	"chr5"
"CTD-2071N1.1"	77787193	77788674	"chr15"
"CTD-2072I24.1"	7924292	7925398	"chr5"
"CTD-2073O6.1"	78708734	78716082	"chr5"
"CTD-2074D8.1"	24352309	24353443	"chr5"
"CTD-2076M15.1"	127660631	127662530	"chrX"
"CTD-2078B5.2"	39520431	39524708	"chr5"
"CTD-2081C10.1"	53776644	53819686	"chr5"
"CTD-2081C10.7"	53880293	53881051	"chr5"
"CTD-2081K17.2"	29002555	29013955	"chr19"
"CTD-2083E4.4"	213898	217279	"chr5"
"CTD-2083E4.5"	288833	290321	"chr5"
"CTD-2083E4.6"	269858	271516	"chr5"
"CTD-2083E4.7"	195778	196341	"chr5"
"CTD-2085J24.3"	32831295	32833168	"chr19"
"CTD-2085J24.4"	32875925	32878421	"chr19"
"CTD-2085J24.5"	32824142	32824505	"chr19"
"CTD-2086L14.1"	56217168	56217777	"chr19"
"CTD-2089N3.1"	50965687	50967008	"chr5"
"CTD-2089N3.2"	50969217	50970167	"chr5"
"CTD-2089N3.3"	50969660	50970187	"chr5"
"CTD-2089O24.1"	110948029	110950780	"chr5"
"CTD-2089O24.2"	110983563	110984466	"chr5"
"CTD-2090I13.1"	227393591	227431035	"chr1"
"CTD-2090I13.2"	227410617	227411319	"chr1"
"CTD-2090I13.3"	227430526	227430976	"chr1"
"CTD-2091N23.1"	93019663	93068669	"chr5"
"CTD-2095E4.5"	32127595	32128454	"chr17"
"CTD-2102P23.1"	52809824	52810708	"chr19"
"CTD-2104P17.1"	19615789	19633825	"chr17"
"CTD-2104P17.2"	19649373	19649935	"chr17"
"CTD-2105E13.14"	55312029	55312495	"chr19"
"CTD-2105E13.15"	55377579	55378125	"chr19"
"CTD-2105E13.16"	55338945	55339283	"chr19"
"CTD-2105E13.6"	55352301	55359516	"chr19"
"CTD-2108O9.4"	38429892	38430160	"chr5"
"CTD-2110K23.1"	83201229	83202141	"chr5"
"CTD-2113L7.1"	35678484	35827018	"chr5"
"CTD-2114J12.1"	91157285	91158748	"chr8"
"CTD-2116N17.1"	64180348	64373781	"chr15"
"CTD-2116N20.1"	65486444	65487048	"chr5"
"CTD-2116N24.1"	38025697	38183932	"chr5"
"CTD-2117L12.1"	58541567	58558243	"chr5"
"CTD-2117L12.3"	58503295	58503700	"chr5"
"CTD-2118P12.1"	29143503	29172358	"chr5"
"CTD-2119L1.1"	36696317	36697867	"chr11"
"CTD-2122P11.1"	41585882	41587787	"chr5"
"CTD-2124B20.2"	6493420	6495668	"chr18"
"CTD-2124B20.3"	6557822	6558654	"chr18"
"CTD-2124B8.2"	37286449	37286977	"chr5"
"CTD-2125J1.1"	34651135	34655764	"chr15"
"CTD-2126E3.3"	50043196	50051062	"chr19"
"CTD-2126E3.4"	50075123	50075902	"chr19"
"CTD-2126E3.5"	50058882	50060232	"chr19"
"CTD-2127O16.2"	31065970	31066132	"chr5"
"CTD-2128A3.2"	85362457	85516934	"chr14"
"CTD-2128A3.3"	85387275	85388765	"chr14"
"CTD-2128F4.1"	109448349	109449063	"chr5"
"CTD-2129N1.1"	40874433	40874595	"chr15"
"CTD-2130F23.1"	37953402	37966964	"chr5"
"CTD-2130F23.2"	37948491	37951055	"chr5"
"CTD-2130O13.1"	47285725	47594550	"chr18"
"CTD-2131I18.1"	133913677	133917269	"chr5"
"CTD-2132H18.3"	49070752	49071000	"chr11"
"CTD-2132H18.5"	49067610	49069301	"chr11"
"CTD-2132N18.2"	42040713	42043117	"chr17"
"CTD-2132N18.3"	42119674	42154916	"chr17"
"CTD-2132N18.4"	42038232	42038734	"chr17"
"CTD-2134A5.3"	103875055	103877478	"chr14"
"CTD-2134A5.4"	103854366	103880111	"chr14"
"CTD-2134P3.1"	28782678	28809249	"chr5"
"CTD-2134P3.2"	28808538	28809255	"chr5"
"CTD-2135D7.2"	13930677	13935635	"chr16"
"CTD-2135D7.3"	13953155	13954825	"chr16"
"CTD-2135D7.4"	14018880	14021077	"chr16"
"CTD-2135D7.5"	14009280	14016016	"chr16"
"CTD-2135J3.3"	10729314	10771392	"chr8"
"CTD-2138O14.1"	23980587	23980938	"chr5"
"CTD-2139B15.1"	17306381	17306960	"chr5"
"CTD-2139B15.2"	17353910	17354899	"chr5"
"CTD-2139B15.4"	17378906	17387310	"chr5"
"CTD-2139B15.5"	17369225	17375577	"chr5"
"CTD-2140B24.6"	133115692	133122340	"chr12"
"CTD-2140G10.1"	22445688	22492019	"chr11"
"CTD-2140G10.2"	22283730	22338245	"chr11"
"CTD-2140G10.4"	22361213	22362294	"chr11"
"CTD-2141G3.1"	52579555	52581106	"chr5"
"CTD-2142D14.1"	38190983	38202923	"chr14"
"CTD-2143L24.1"	9641305	9903826	"chr5"
"CTD-2144E22.10"	35090501	35104834	"chr16"
"CTD-2144E22.11"	35023339	35023765	"chr16"
"CTD-2144E22.13"	35082264	35085060	"chr16"
"CTD-2144E22.2"	35085896	35086119	"chr16"
"CTD-2144E22.5"	35021749	35024229	"chr16"
"CTD-2144E22.6"	35022851	35024250	"chr16"
"CTD-2144E22.7"	34979375	34979615	"chr16"
"CTD-2144E22.8"	34978744	34979844	"chr16"
"CTD-2145A24.4"	18859354	18861466	"chr17"
"CTD-2145A24.5"	18809956	18810940	"chr17"
"CTD-2146O16.1"	59314110	59314800	"chr5"
"CTD-2147F2.1"	97295881	97432094	"chr15"
"CTD-2147F2.2"	97370371	97521811	"chr15"
"CTD-2151A2.1"	99549432	99577957	"chr5"
"CTD-2151A2.2"	99594329	99594740	"chr5"
"CTD-2151A2.3"	99594880	99595297	"chr5"
"CTD-2151L9.2"	18893902	18894168	"chr5"
"CTD-2152M20.2"	32103445	32121941	"chr5"
"CTD-2154B17.1"	10775058	10777062	"chr5"
"CTD-2154B17.4"	10761065	10770294	"chr5"
"CTD-2154H6.1"	103408941	103412511	"chr5"
"CTD-2154I11.2"	95701249	95732295	"chr5"
"CTD-2156G10.1"	41951313	41952193	"chr5"
"CTD-2158P22.1"	119547131	119547606	"chr5"
"CTD-2158P22.4"	119652523	119653000	"chr5"
"CTD-2160D9.1"	99948295	99949583	"chr5"
"CTD-2161E19.1"	86884231	86884881	"chr5"
"CTD-2161F6.1"	4831699	4849800	"chr5"
"CTD-2161F6.2"	4775476	4805769	"chr5"
"CTD-2161F6.3"	4773481	4774865	"chr5"
"CTD-2162K18.3"	36773712	36775908	"chr19"
"CTD-2162K18.4"	36773153	36777078	"chr19"
"CTD-2165H16.3"	14620020	14621313	"chr5"
"CTD-2165H16.4"	14661808	14664604	"chr5"
"CTD-2168K21.1"	24992002	25009777	"chr8"
"CTD-2168K21.2"	24956621	24957110	"chr8"
"CTD-2170G1.2"	61732774	61735669	"chr5"
"CTD-2171N6.1"	55105904	55124306	"chr18"
"CTD-2175A23.1"	52932419	52990278	"chr5"
"CTD-2176I21.2"	58846885	58863414	"chr5"
"CTD-2179L22.1"	78041879	78044138	"chr5"
"CTD-2182N23.1"	133002605	133003075	"chr8"
"CTD-2183H9.3"	154919578	154920182	"chrX"
"CTD-2183H9.7"	154897561	154898092	"chrX"
"CTD-2184C24.2"	60240121	60248765	"chr14"
"CTD-2184D3.1"	52095295	52095747	"chr15"
"CTD-2184D3.3"	52082302	52086574	"chr15"
"CTD-2184D3.5"	52056675	52100523	"chr15"
"CTD-2184D3.6"	52116574	52122131	"chr15"
"CTD-2184D3.7"	52124561	52140246	"chr15"
"CTD-2185K10.1"	59065150	59119509	"chr3"
"CTD-2186M15.1"	32221932	32222347	"chr5"
"CTD-2186M15.3"	32174471	32175272	"chr5"
"CTD-2187J20.1"	67268022	67270182	"chr5"
"CTD-2189E23.1"	14254189	14293205	"chr19"
"CTD-2189E23.2"	14267807	14269377	"chr19"
"CTD-2192J16.11"	12552597	12553644	"chr19"
"CTD-2192J16.15"	12643275	12643919	"chr19"
"CTD-2192J16.20"	12525720	12580975	"chr19"
"CTD-2192J16.21"	12529768	12532973	"chr19"
"CTD-2192J16.22"	12643831	12648397	"chr19"
"CTD-2192J16.24"	12664828	12669397	"chr19"
"CTD-2192J16.26"	12682693	12687279	"chr19"
"CTD-2193G5.1"	103529676	103541985	"chr5"
"CTD-2193P3.1"	80997183	80998047	"chr5"
"CTD-2193P3.2"	81113385	81114852	"chr5"
"CTD-2194A8.2"	20440266	20447000	"chr16"
"CTD-2194D22.1"	1850950	1851497	"chr5"
"CTD-2194D22.2"	1855970	1856568	"chr5"
"CTD-2194D22.3"	1883966	1884649	"chr5"
"CTD-2194D22.4"	1887332	1900493	"chr5"
"CTD-2194F12.1"	26739753	26741183	"chr5"
"CTD-2194F4.2"	65209921	65210948	"chr5"
"CTD-2194L12.2"	37899363	37920869	"chr5"
"CTD-2194L12.3"	37939365	37947955	"chr5"
"CTD-2194M22.1"	88369343	88369459	"chrX"
"CTD-2195B23.3"	41221426	41222051	"chr19"
"CTD-2195M15.1"	127465822	127466118	"chr5"
"CTD-2195M15.3"	127478295	127478737	"chr5"
"CTD-2195M18.2"	6532891	6533200	"chr5"
"CTD-2196E14.3"	23605841	23624107	"chr16"
"CTD-2196E14.4"	23672132	23675499	"chr16"
"CTD-2196E14.5"	23687049	23687689	"chr16"
"CTD-2196E14.6"	23568673	23569696	"chr16"
"CTD-2196E14.9"	23670011	23673673	"chr16"
"CTD-2196P11.2"	38682070	38685126	"chr5"
"CTD-2197I11.1"	108818041	108830790	"chr5"
"CTD-2197M16.1"	36071791	36072079	"chr5"
"CTD-2199O4.1"	10137138	10138365	"chr5"
"CTD-2199O4.3"	10195121	10197628	"chr5"
"CTD-2199O4.6"	10203600	10204040	"chr5"
"CTD-2199O4.7"	10195187	10197622	"chr5"
"CTD-2200A16.1"	99324799	99332015	"chr14"
"CTD-2200P10.1"	58660580	58661599	"chr17"
"CTD-2200P10.3"	58675286	58675462	"chr17"
"CTD-2201E18.1"	42972624	42973092	"chr5"
"CTD-2201E18.2"	42917414	42917984	"chr5"
"CTD-2201E18.3"	43014414	43067419	"chr5"
"CTD-2201E18.4"	42908208	42908667	"chr5"
"CTD-2201E18.5"	43006733	43007543	"chr5"
"CTD-2201E9.1"	9511333	9518086	"chr5"
"CTD-2201E9.2"	9519853	9523178	"chr5"
"CTD-2201E9.4"	9363275	9422481	"chr5"
"CTD-2201G16.1"	23415339	23415686	"chr14"
"CTD-2201G3.1"	113323028	113437174	"chr5"
"CTD-2201I18.1"	80052374	80083654	"chr5"
"CTD-2203A3.1"	52008031	52080987	"chr5"
"CTD-2203K17.1"	33424025	33440619	"chr5"
"CTD-2206G10.2"	31923367	31923532	"chr5"
"CTD-2206N4.1"	39033926	39034042	"chr17"
"CTD-2206N4.2"	39026715	39027110	"chr17"
"CTD-2206N4.4"	39057019	39113190	"chr17"
"CTD-2206N4.5"	39023394	39026742	"chr17"
"CTD-2207A17.1"	38148480	38153715	"chr5"
"CTD-2207L17.1"	52903908	52904478	"chr5"
"CTD-2207L17.2"	52889666	52889954	"chr5"
"CTD-2207O23.10"	7533595	7540059	"chr19"
"CTD-2207O23.11"	7519916	7520460	"chr19"
"CTD-2207O23.12"	7507052	7519622	"chr19"
"CTD-2207O23.3"	7380964	7472477	"chr19"
"CTD-2207P18.1"	74552181	74560048	"chr14"
"CTD-2207P18.2"	74614693	74616647	"chr14"
"CTD-2210A23.1"	48294026	48294694	"chr8"
"CTD-2210P15.2"	43586918	43588223	"chr5"
"CTD-2210P24.1"	45722308	45744250	"chr11"
"CTD-2210P24.2"	45733994	45735766	"chr11"
"CTD-2210P24.3"	45750823	45751871	"chr11"
"CTD-2210P24.4"	45771432	45772358	"chr11"
"CTD-2210P24.6"	45813219	45825258	"chr11"
"CTD-2213F21.1"	31462795	31463371	"chr14"
"CTD-2213F21.2"	31420286	31452883	"chr14"
"CTD-2213F21.3"	31558507	31561334	"chr14"
"CTD-2213F21.4"	31553358	31558498	"chr14"
"CTD-2215E18.1"	97089075	97183650	"chr5"
"CTD-2215E18.2"	97188090	97201880	"chr5"
"CTD-2215E18.3"	97223371	97227957	"chr5"
"CTD-2215L10.1"	9001774	9045940	"chr5"
"CTD-2216M2.1"	123188802	123228277	"chr11"
"CTD-2218G20.1"	32887990	32888145	"chr5"
"CTD-2218G20.2"	32947443	32962467	"chr5"
"CTD-2218K11.2"	82765404	82766333	"chr5"
"CTD-2218K11.3"	82824884	82825184	"chr5"
"CTD-2223O18.1"	104137150	104137898	"chr14"
"CTD-2224J9.4"	53495887	53496037	"chr19"
"CTD-2224J9.7"	53426019	53426499	"chr19"
"CTD-2224J9.8"	53503392	53512687	"chr19"
"CTD-2227C6.2"	83012285	83013109	"chr5"
"CTD-2227C6.3"	82940458	82940983	"chr5"
"CTD-2227E11.1"	25948657	25949403	"chr7"
"CTD-2227I18.1"	56059050	56067372	"chr5"
"CTD-2228A4.1"	17107360	17107789	"chr5"
"CTD-2228K2.1"	418703	419109	"chr5"
"CTD-2228K2.2"	403731	404546	"chr5"
"CTD-2228K2.5"	466124	473098	"chr5"
"CTD-2228K2.7"	473236	480884	"chr5"
"CTD-2230M5.1"	114388988	114389155	"chrX"
"CTD-2230M5.3"	114389135	114389954	"chrX"
"CTD-2231E14.4"	16065737	16066312	"chr19"
"CTD-2231E14.5"	16103761	16104254	"chr19"
"CTD-2231E14.8"	16123661	16139892	"chr19"
"CTD-2231H16.1"	92151	139863	"chr5"
"CTD-2232E5.2"	89466537	89470039	"chr5"
"CTD-2233C11.2"	33519616	33522230	"chr5"
"CTD-2233C11.3"	33502072	33503135	"chr5"
"CTD-2234B20.1"	23013048	23014527	"chr5"
"CTD-2234N14.1"	127190769	127223449	"chr11"
"CTD-2234N14.2"	127119326	127139735	"chr11"
"CTD-2235C13.1"	75374463	75374809	"chr5"
"CTD-2235C13.2"	75320155	75336914	"chr5"
"CTD-2235C13.3"	75363760	75364242	"chr5"
"CTD-2236F14.1"	76606608	76608970	"chr5"
"CTD-2240E14.4"	10089032	10090377	"chr19"
"CTD-2240H23.2"	95185117	95185854	"chr14"
"CTD-2240J17.1"	81410517	81419127	"chr15"
"CTD-2240J17.2"	81392759	81393384	"chr15"
"CTD-2240J17.3"	81393625	81394082	"chr15"
"CTD-2240J17.4"	81403026	81403570	"chr15"
"CTD-2243E23.1"	79072132	79074767	"chr14"
"CTD-2244C20.1"	61831947	61833024	"chr5"
"CTD-2244C20.2"	61878109	61886129	"chr5"
"CTD-2244F11.2"	49085511	49086702	"chr17"
"CTD-2245E15.3"	1544107	1551710	"chr5"
"CTD-2245F17.2"	53162428	53163563	"chr19"
"CTD-2245F17.3"	53197111	53211015	"chr19"
"CTD-2245F17.6"	53240675	53241913	"chr19"
"CTD-2245F17.9"	53267870	53270932	"chr19"
"CTD-2246P4.1"	76799044	76805953	"chr17"
"CTD-2247C11.1"	4974690	5034267	"chr5"
"CTD-2247C11.2"	4967764	4970425	"chr5"
"CTD-2247C11.4"	5046796	5049497	"chr5"
"CTD-2247C11.5"	5069192	5078311	"chr5"
